3L5 6587,5874,Skoda,Superb,AT542365,Emil Korenar,1524520302,25545,37,12.95,1524520302,SSSSSSSSSS,25.650000,40.660000,Mobile,96.4
2M3 8745,8745,Skoda,Octavia,EE874563,Vrantisek Novy,1524520351,25549,36,13.48,1524520351,SSSSSSSSSS,14.410000,52.020000,Mobile,96.4
1L1 1254,9856,Kia,Soul,EI125478,Petr Novak,1524520404,25554,35,12.00,1524520404,SSSSSSSSSS,26.680000,43.910000,Mobile,96.4
8D2 5478,8745,VW,VW,DE874524,Vlasta Novakova,1524520405,25560,34,12.53,1524520405,SSSSSSSSSS,15.440000,41.250000,Mobile,96.4
5A7 8454,6985,BMW,M5,TE874521,Bozena Laskava,1524520410,25567,33,13.07,1524520410,SSSSSSSSSS,23.209999,47.160000,Mobile,96.4
2M3 8745,5974,BMW,X5,EW963258,Emil Korenar,1524520464,25575,32,13.60,1524520464,SSSSSSSSSS,16.480000,44.500000,Mobile,96.4
1A3 9874,5874,Audi,A5,EW963258,Emil Korenar,1524520522,25584,31,12.12,1524520522,SSSSSSSSSS,24.250000,50.400002,Mobile,96.4
3L3 3333,8745,Skoda,Octavia,EE874563,Vrantisek Novy,1524520528,25593,30,12.65,1524520528,SSSSSSSSSS,13.010000,47.750000,Mobile,96.4
3L5 6587,1236,Kia,Soul,AT542365,Kamil Vratny,1524520539,25603,29,13.18,1524520539,SSSSSSSSSS,25.290001,39.639999,Mobile,96.4
9A2 5444,1236,Pegueot,305,AT542365,Kamil Vratny,1524520598,25603,28,13.71,1524520598,SSSSSSSSSS,14.050000,50.990002,Mobile,96.4
5A7 8454,6985,BMW,M5,EI125478,Petr Novak,1524520662,25603,27,12.23,1524520662,SSSSSSSSSS,21.809999,42.889999,Mobile,96.4
2M3 8745,1254,BMW,X5,DE874524,Vlasta Novakova,1524520673,25604,26,12.76,1524520673,SSSSSSSSSS,10.570000,40.230000,Mobile,96.4
1A3 9874,5874,Audi,A5,TE874521,Bozena Laskava,1524520689,25605,25,13.29,1524520689,PPPPPPPPPP,22.850000,46.130001,Satellite,24.1
3L5 6587,2365,Skoda,Superb,EE874563,Vrantisek Novy,1524520754,25607,24,13.82,1524520754,PPPPPPPPPP,11.610000,43.480000,Satellite,24.1
1L1 1254,9856,Kia,Soul,AT542365,Kamil Vratny,1524520823,25610,23,12.35,1524520823,PPPPPPPPPP,19.379999,49.380001,Satellite,24.1
3L3 3333,1236,Pegueot,305,EI125478,Petr Novak,1524520840,25614,22,12.88,1524520840,PPPPPPPPPP,32.060001,80.459999,Satellite,24.1
8D2 5478,6985,VW,VW,DE874524,Vlasta Novakova,1524520861,25619,21,13.41,1524520861,PPPPPPPPPP,20.420000,52.630001,Satellite,24.1
5A7 8454,1254,BMW,M5,AT542365,Vlasta Novakova,1524520931,25624,20,13.94,1524520931,PPPPPPPPPP,9.180000,44.520000,Satellite,24.1
1A3 9874,5874,Audi,A5,DE874524,Bozena Laskava,1524521006,25630,19,12.46,1524521006,PPPPPPPPPP,21.450001,41.860001,Satellite,24.1
3L5 6587,2365,Skoda,Superb,EW963258,Emil Korenar,1524521028,25637,18,12.99,1524521028,PPPPPPPPPP,31.389999,70.290001,Satellite,24.1
3L3 3333,8745,Skoda,Octavia,EW963258,Emil Korenar,1524521055,25645,17,13.52,1524521055,PPPPPPPPPP,32.130001,74.580002,Satellite,24.1
9A2 5444,1236,Pegueot,305,EE874563,Vrantisek Novy,1524521130,25654,16,12.04,1524521130,PPPPPPPPPP,11.250000,51.009998,Satellite,24.1
8D2 5478,8745,VW,VW,AT542365,Kamil Vratny,1524521210,25664,15,12.57,1524521210,PPPPPPPPPP,19.020000,48.349998,Satellite,24.1
5A7 8454,1254,BMW,M5,EI125478,Petr Novak,1524521238,25674,14,13.10,1524521238,PPPPPPPPPP,34.349998,80.410004,Satellite,24.1
2M3 8745,5974,BMW,X5,TE874521,Bozena Laskava,1524521270,25684,13,13.63,1524521270,PPPPPPPPPP,20.059999,51.599998,Satellite,24.1
3L5 6587,2365,Skoda,Superb,EW963258,Emil Korenar,1524521351,25684,12,12.16,1524521351,PPPPPPPPPP,27.830000,43.490002,Satellite,24.1
3L3 3333,8745,Skoda,Octavia,EE874563,Vrantisek Novy,1524521436,25685,11,12.69,1524521436,PPPPPPPPPP,16.580000,40.840000,Satellite,24.1
1L1 1254,1236,Kia,Soul,AT542365,Kamil Vratny,1524521469,25687,10,13.22,1524521469,PPPPPPPPPP,9.850000,46.740002,Satellite,24.1
2M3 8745,6985,Pegueot,305,EW963258,Kamil Vratny,1524521506,25689,9,13.75,1524521506,PPPPPPPPPP,17.620001,44.080002,Satellite,24.1
5A7 8454,1254,BMW,M5,EI125478,Petr Novak,1524521592,25692,8,12.27,1524521592,PPPPPPPPPP,33.980000,79.790001,Satellite,24.1
2M3 8745,5974,BMW,X5,DE874524,Vlasta Novakova,1524521683,25696,7,12.80,1524521683,PPPPPPPPPP,29.020000,70.070000,Satellite,24.1
3L5 6587,5874,Audi,A5,EW963258,Vlasta Novakova,1524521721,25701,6,13.33,1524521721,PPPPPPPPPP,26.430000,39.220001,Satellite,24.1
3L3 3333,8745,Skoda,Octavia,TE874521,Bozena Laskava,1524521764,25707,5,13.86,1524521764,PPPPPPPPPP,33.799999,78.669998,Satellite,24.1
1L1 1254,9856,Kia,Soul,EW963258,Emil Korenar,1524521855,25713,4,12.38,1524521855,PPPPPPPPPP,34.529999,82.970001,Satellite,24.1
9A2 5444,8745,Pegueot,305,EE874563,Vrantisek Novy,1524521951,25720,3,12.91,1524521951,UUUUUUUUUU,16.219999,39.810001,Satellite,21.2
1A3 9874,6985,VW,VW,EI125478,Petr Novak,1524521995,25728,2,13.44,1524521995,UUUUUUUUUU,23.990000,45.720001,Satellite,21.2
2M3 8745,5974,BMW,X5,DE874524,Vlasta Novakova,1524522043,25737,1,13.98,1524522043,UUUUUUUUUU,17.260000,43.060001,Satellite,21.2
1A3 9874,5874,Audi,A5,TE874521,Bozena Laskava,1524522140,25747,0,12.50,1524522140,UUUUUUUUUU,25.030001,48.959999,Satellite,21.2
3L5 6587,8745,Skoda,Superb,EW963258,Emil Korenar,1524522140,25747,65,12.30,1524522140,UUUUUUUUUU,22.350000,43.259998,Satellite,21.2
3L3 3333,1236,Skoda,Octavia,EW963258,Emil Korenar,1524522189,25757,64,13.56,1524522189,UUUUUUUUUU,26.070000,52.209999,Satellite,21.2
9A2 5444,1236,Pegueot,305,EE874563,Vrantisek Novy,1524522243,25757,63,12.08,1524522243,UUUUUUUUUU,14.830000,49.549999,Satellite,21.2
8D2 5478,6985,VW,VW,EI125478,Kamil Vratny,1524522244,25758,62,12.61,1524522244,UUUUUUUUUU,22.600000,41.450001,Satellite,21.2
3L3 3333,1254,BMW,M5,AT542365,Kamil Vratny,1524522250,25760,61,13.14,1524522250,UUUUUUUUUU,15.870000,52.799999,Satellite,21.2
2M3 8745,5874,BMW,X5,EI125478,Petr Novak,1524522304,25763,60,13.67,1524522304,UUUUUUUUUU,23.629999,44.689999,Satellite,21.2
3L5 6587,2365,Skoda,Superb,DE874524,Vlasta Novakova,1524522363,25766,59,12.19,1524522363,UUUUUUUUUU,12.390000,42.040001,Satellite,21.2
1L1 1254,9856,Skoda,Octavia,TE874521,Bozena Laskava,1524522369,25770,58,12.72,1524522369,UUUUUUUUUU,24.670000,47.939999,Satellite,21.2
1L1 1254,1236,Kia,Soul,EE874563,Vrantisek Novy,1524522380,25775,57,13.26,1524522380,UUUUUUUUUU,13.430000,45.279999,Satellite,21.2
8D2 5478,6985,VW,VW,TE874521,Kamil Vratny,1524522440,25781,56,13.79,1524522440,UUUUUUUUUU,21.200001,51.189999,Satellite,21.2
5A7 8454,5974,BMW,M5,EE874563,Petr Novak,1524522504,25788,55,12.31,1524522504,UUUUUUUUUU,9.960000,48.529999,Satellite,21.2
1L1 1254,5874,BMW,X5,EI125478,Petr Novak,1524522516,25795,54,12.84,1524522516,UUUUUUUUUU,22.240000,40.419998,Satellite,21.2
1A3 9874,8745,Audi,A5,DE874524,Vlasta Novakova,1524522532,25803,53,13.37,1524522532,UUUUUUUUUU,11.000000,51.779999,Satellite,21.2
3L3 3333,8745,Skoda,Octavia,TE874521,Bozena Laskava,1524522597,25812,52,13.90,1524522597,UUUUUUUUUU,18.760000,43.669998,Satellite,21.2
8D2 5478,1236,Kia,Soul,EW963258,Emil Korenar,1524522667,25822,51,12.42,1524522667,UUUUUUUUUU,12.030000,41.009998,Satellite,21.2
9A2 5444,8745,Pegueot,305,EW963258,Emil Korenar,1524522684,25822,50,12.95,1524522684,UUUUUUUUUU,19.799999,46.919998,Satellite,21.2
8D2 5478,1254,VW,VW,EE874563,Vrantisek Novy,1524522706,25822,49,13.48,1524522706,UUUUUUUUUU,27.570000,44.259998,Satellite,21.2
2M3 8745,5974,BMW,X5,AT542365,Kamil Vratny,1524522776,25822,48,12.00,1524522776,1234567890,20.840000,50.160000,Satellite,10.2
1A3 9874,2365,Audi,A5,EI125478,Petr Novak,1524522851,25823,47,12.53,1524522851,1234567890,30.520000,78.279999,Satellite,10.2
3L5 6587,8745,Skoda,Superb,EI125478,Petr Novak,1524522874,25825,46,13.07,1524522874,1234567890,34.570000,82.580002,Satellite,10.2
1L1 1254,1236,Kia,Soul,EW963258,Emil Korenar,1524522901,25828,45,13.60,1524522901,1234567890,35.299999,72.870003,Satellite,10.2
9A2 5444,6985,Pegueot,305,EE874563,Vrantisek Novy,1524522977,25832,44,12.12,1524522977,1234567890,30.340000,77.160004,Satellite,10.2
8D2 5478,1254,VW,VW,EE874563,Vrantisek Novy,1524523057,25836,43,12.65,1524523057,1234567890,31.080000,81.459999,Satellite,10.2
5A7 8454,5974,BMW,M5,AT542365,Kamil Vratny,1524523085,25841,42,13.18,1524523085,1234567890,31.809999,71.750000,Satellite,10.2
1A3 9874,5874,Audi,A5,EI125478,Petr Novak,1524523118,25847,41,13.71,1524523118,1234567890,27.209999,43.240002,Satellite,10.2
3L5 6587,8745,Skoda,Superb,DE874524,Vlasta Novakova,1524523199,25854,40,12.23,1524523199,1234567890,15.970000,49.139999,Satellite,10.2
3L3 3333,9856,Skoda,Octavia,EI125478,Vlasta Novakova,1524523285,25862,39,12.76,1524523285,1234567890,36.169998,82.709999,Satellite,10.2
3L3 3333,8745,Kia,Soul,TE874521,Bozena Laskava,1524523318,25870,38,13.29,1524523318,1234567890,17.010000,52.380001,Satellite,10.2
8D2 5478,6985,VW,VW,EW963258,Emil Korenar,1524523356,25879,37,13.82,1524523356,1234567890,24.780001,49.730000,Satellite,10.2
5A7 8454,5974,BMW,M5,EE874563,Vrantisek Novy,1524523442,25889,36,12.34,1524523442,1234567890,18.040001,41.619999,Satellite,10.2
1L1 1254,5874,BMW,X5,EE874563,Vrantisek Novy,1524523533,25889,35,12.88,1524523533,1234567890,37.320000,82.680000,Satellite,10.2
3L5 6587,8745,Skoda,Superb,DE874524,Vlasta Novakova,1524523572,25889,34,13.41,1524523572,1234567890,14.570000,44.869999,Satellite,10.2
3L3 3333,1236,Skoda,Octavia,TE874521,Bozena Laskava,1524523615,25889,33,13.94,1524523615,1234567890,37.889999,71.389999,Satellite,10.2
1L1 1254,8745,Kia,Soul,EE874563,Bozena Laskava,1524523707,25890,32,12.46,1524523707,1234567890,29.170000,77.029999,Satellite,10.2
1L1 1254,6985,Pegueot,305,EW963258,Emil Korenar,1524523803,25892,31,12.99,1524523803,1234567890,23.379999,45.459999,Satellite,10.2
5A7 8454,1254,BMW,M5,EE874563,Vrantisek Novy,1524523847,25895,30,13.52,1524523847,1234567890,16.650000,51.360001,Satellite,10.2
2M3 8745,5874,BMW,X5,AT542365,Kamil Vratny,1524523896,25899,29,12.04,1524523896,1234567890,24.420000,48.700001,Satellite,10.2
8D2 5478,2365,Audi,A5,AT542365,Kamil Vratny,1524523993,25904,28,12.57,1524523993,1234567890,30.320000,77.000000,Satellite,10.2
3L5 6587,9856,Skoda,Superb,EI125478,Petr Novak,1524523994,25909,27,13.10,1524523994,AAAAAAAAAA,25.450001,51.950001,Static,3.5
1L1 1254,1236,Kia,Soul,EI125478,Vlasta Novakova,1524524043,25915,26,13.63,1524524043,AAAAAAAAAA,14.210000,43.840000,Static,3.5
9A2 5444,6985,Pegueot,305,EE874563,Bozena Laskava,1524524097,25922,25,12.16,1524524097,AAAAAAAAAA,31.180000,71.339996,Static,3.5
9A2 5444,5974,VW,VW,TE874521,Bozena Laskava,1524524099,25930,24,12.69,1524524099,AAAAAAAAAA,15.250000,47.090000,Static,3.5
5A7 8454,5874,BMW,M5,AT542365,Kamil Vratny,1524524105,25939,23,13.22,1524524105,AAAAAAAAAA,23.020000,44.430000,Static,3.5
1A3 9874,8745,Audi,A5,EI125478,Petr Novak,1524524160,25948,22,13.75,1524524160,AAAAAAAAAA,11.780000,50.340000,Static,3.5
5A7 8454,8745,Skoda,Superb,EI125478,Petr Novak,1524524219,25958,21,12.27,1524524219,AAAAAAAAAA,24.059999,47.680000,Static,3.5
3L3 3333,1236,Skoda,Octavia,DE874524,Vlasta Novakova,1524524226,25958,20,12.80,1524524226,AAAAAAAAAA,12.810000,39.570000,Static,3.5
9A2 5444,8745,Pegueot,305,TE874521,Bozena Laskava,1524524238,25958,19,13.33,1524524238,AAAAAAAAAA,31.110001,75.620003,Static,3.5
8D2 5478,1254,VW,VW,EW963258,Emil Korenar,1524524298,25959,18,13.86,1524524298,AAAAAAAAAA,31.840000,79.919998,Static,3.5
5A7 8454,5974,BMW,M5,EI125478,Emil Korenar,1524524363,25960,17,12.38,1524524363,AAAAAAAAAA,32.240002,80.989998,Static,3.5
2M3 8745,2365,BMW,X5,EI125478,Vrantisek Novy,1524524375,25962,16,12.91,1524524375,AAAAAAAAAA,10.380000,46.070000,Static,3.5
3L5 6587,8745,Skoda,Superb,AT542365,Kamil Vratny,1524524392,25965,15,13.44,1524524392,AAAAAAAAAA,37.360001,78.800003,Static,3.5
2M3 8745,1236,Skoda,Octavia,AT542365,Kamil Vratny,1524524457,25969,14,13.98,1524524457,AAAAAAAAAA,11.420000,49.310001,Static,3.5
1L1 1254,6985,Kia,Soul,EI125478,Petr Novak,1524524527,25974,13,12.50,1524524527,AAAAAAAAAA,19.190001,46.660000,Static,3.5
9A2 5444,1254,Pegueot,305,EW963258,Emil Korenar,1524524545,25980,12,13.03,1524524545,AAAAAAAAAA,26.950001,52.560001,Static,3.5
5A7 8454,5874,BMW,M5,EE874563,Vrantisek Novy,1524524567,25986,11,13.56,1524524567,AAAAAAAAAA,20.219999,49.900002,Static,3.5
2M3 8745,5874,BMW,X5,TE874521,Vrantisek Novy,1524524638,25993,10,12.08,1524524638,AAAAAAAAAA,27.990000,41.799999,Static,3.5
1A3 9874,8745,Audi,A5,EE874563,Kamil Vratny,1524524713,26001,9,12.61,1524524713,AAAAAAAAAA,16.750000,39.139999,Static,3.5
3L3 3333,9856,Skoda,Octavia,TE874521,Petr Novak,1524524736,26010,8,13.14,1524524736,AAAAAAAAAA,10.020000,45.040001,Static,3.5
1L1 1254,8745,Kia,Soul,DE874524,Vlasta Novakova,1524524764,26020,7,13.67,1524524764,AAAAAAAAAA,17.790001,42.389999,Static,3.5
9A2 5444,6985,Pegueot,305,DE874524,Vlasta Novakova,1524524840,26030,6,12.19,1524524840,AAAAAAAAAA,25.559999,48.290001,Static,3.5
8D2 5478,5974,VW,VW,TE874521,Bozena Laskava,1524524921,26040,5,12.72,1524524921,BBBBBBBBBB,18.830000,45.630001,Static,6.5
2M3 8745,2365,BMW,X5,EW963258,Emil Korenar,1524524949,26040,4,13.25,1524524949,BBBBBBBBBB,26.590000,51.540001,Static,6.5
1A3 9874,8745,Audi,A5,TE874521,Emil Korenar,1524524982,26041,3,13.79,1524524982,BBBBBBBBBB,15.350000,48.880001,Static,6.5
3L5 6587,1236,Skoda,Superb,EE874563,Vrantisek Novy,1524525064,26043,2,12.31,1524525064,BBBBBBBBBB,27.629999,40.770000,Static,6.5
9A2 5444,8745,Skoda,Octavia,DE874524,Vlasta Novakova,1524525150,26045,1,12.84,1524525150,BBBBBBBBBB,16.389999,52.130001,Static,6.5
9A2 5444,6985,Pegueot,305,TE874521,Bozena Laskava,1524525241,26048,0,13.37,1524525241,BBBBBBBBBB,24.160000,44.020000,Static,6.5
8D2 5478,1254,VW,VW,TE874521,Bozena Laskava,1524525279,26052,68,13.23,1524525279,BBBBBBBBBB,32.009998,73.919998,Static,6.5
5A7 8454,5874,BMW,M5,EW963258,Emil Korenar,1524525322,26057,67,12.42,1524525322,BBBBBBBBBB,25.200001,47.270000,Static,6.5
2M3 8745,2365,BMW,X5,EE874563,Vrantisek Novy,1524525413,26063,66,12.95,1524525413,BBBBBBBBBB,13.960000,44.610001,Static,6.5
3L5 6587,9856,Skoda,Superb,AT542365,Kamil Vratny,1524525509,26070,65,13.48,1524525509,BBBBBBBBBB,26.230000,50.509998,Static,6.5
3L3 3333,1236,Skoda,Octavia,AT542365,Kamil Vratny,1524525553,26077,64,12.00,1524525553,BBBBBBBBBB,14.990000,47.860001,Static,6.5
5A7 8454,6985,Kia,Soul,EI125478,Petr Novak,1524525601,26085,63,12.53,1524525601,BBBBBBBBBB,22.760000,39.750000,Static,6.5
8D2 5478,5974,VW,VW,DE874524,Vlasta Novakova,1524525698,26094,62,13.07,1524525698,BBBBBBBBBB,16.030001,51.099998,Static,6.5
5A7 8454,5874,BMW,M5,DE874524,Vlasta Novakova,1524525698,26104,61,13.60,1524525698,BBBBBBBBBB,33.340000,74.120003,Static,6.5
2M3 8745,8745,BMW,X5,EI125478,Bozena Laskava,1524525747,26104,60,12.12,1524525747,BBBBBBBBBB,30.850000,71.879997,Static,6.5
1A3 9874,9856,Audi,A5,EW963258,Emil Korenar,1524525801,26114,59,12.65,1524525801,BBBBBBBBBB,29.110001,82.709999,Static,6.5
3L3 3333,1236,Skoda,Octavia,EI125478,Petr Novak,1524525802,26114,58,13.18,1524525802,BBBBBBBBBB,33.169998,73.000000,Static,6.5
1L1 1254,8745,Kia,Soul,EI125478,Petr Novak,1524525808,26115,57,13.71,1524525808,BBBBBBBBBB,33.900002,71.849998,Static,6.5
2M3 8745,1254,Pegueot,305,AT542365,Vlasta Novakova,1524525862,26117,56,12.23,1524525862,BBBBBBBBBB,33.849998,74.730003,Static,6.5
8D2 5478,5974,VW,VW,EI125478,Bozena Laskava,1524525921,26120,55,12.76,1524525921,BBBBBBBBBB,22.400000,52.730000,Static,6.5
2M3 8745,2365,BMW,X5,TE874521,Emil Korenar,1524525928,26123,54,13.29,1524525928,BBBBBBBBBB,11.160000,44.630001,Static,6.5
3L5 6587,8745,Audi,A5,EW963258,Emil Korenar,1524525939,26127,53,13.82,1524525939,EEEEEEEEED,33.000000,82.199997,Static,8.5
2M3 8745,1236,Skoda,Superb,EE874563,Vrantisek Novy,1524525999,26132,52,12.34,1524525999,EEEEEEEEED,12.200000,47.869999,Static,8.5
1L1 1254,6985,Kia,Soul,AT542365,Kamil Vratny,1524526063,26138,51,12.88,1524526063,EEEEEEEEED,19.969999,45.220001,Static,8.5
9A2 5444,1254,Pegueot,305,AT542365,Kamil Vratny,1524526075,26145,50,13.41,1524526075,EEEEEEEEED,13.240000,51.119999,Static,8.5
1A3 9874,5874,VW,VW,EI125478,Petr Novak,1524526092,26153,49,13.94,1524526092,EEEEEEEEED,34.139999,82.169998,Static,8.5
5A7 8454,2365,BMW,M5,EE874563,Vlasta Novakova,1524526157,26161,48,12.46,1524526157,EEEEEEEEED,9.760000,40.360001,Static,8.5
1A3 9874,8745,Audi,A5,EE874563,Vrantisek Novy,1524526227,26170,47,13.04,1524526227,EEEEEEEEED,17.530001,51.709999,Static,8.5
3L3 3333,9856,Skoda,Superb,EE874563,Vrantisek Novy,1524526244,26180,46,13.57,1524526244,EEEEEEEEED,10.800000,43.599998,Static,8.5
3L3 3333,8745,Skoda,Octavia,AT542365,Kamil Vratny,1524526266,26180,45,12.09,1524526266,EEEEEEEEED,18.570000,40.950001,Static,8.5
1L1 1254,6985,Kia,Soul,EI125478,Petr Novak,1524526336,26180,44,12.62,1524526336,EEEEEEEEED,26.340000,46.849998,Static,8.5
8D2 5478,5974,VW,VW,EI125478,Petr Novak,1524526411,26180,43,13.15,1524526411,EEEEEEEEED,19.610001,44.189999,Static,8.5
5A7 8454,2365,BMW,M5,DE874524,Vlasta Novakova,1524526434,26181,42,13.68,1524526434,EEEEEEEEED,27.379999,50.099998,Static,8.5
2M3 8745,8745,BMW,X5,TE874521,Bozena Laskava,1524526461,26183,41,12.20,1524526461,EEEEEEEEED,16.129999,47.439999,Static,8.5
3L5 6587,1236,Skoda,Superb,EW963258,Emil Korenar,1524526537,26186,40,12.74,1524526537,EEEEEEEEED,9.400000,39.330002,Static,8.5
3L3 3333,8745,Skoda,Octavia,EW963258,Emil Korenar,1524526617,26190,39,13.27,1524526617,EEEEEEEEED,17.170000,50.689999,Static,8.5
1L1 1254,1254,Kia,Soul,EE874563,Vrantisek Novy,1524526645,26194,38,13.80,1524526645,EEEEEEEEED,24.940001,42.580002,Static,8.5
9A2 5444,1254,Pegueot,305,AT542365,Kamil Vratny,1524526678,26199,37,12.32,1524526678,EEEEEEEEED,18.209999,39.919998,Static,8.5
5A7 8454,5874,BMW,M5,TE874521,Bozena Laskava,1524526759,26205,36,12.85,1524526759,EEEEEEEEED,25.980000,45.830002,Static,8.5
2M3 8745,2365,BMW,X5,TE874521,Bozena Laskava,1524526845,26212,35,13.38,1524526845,EEEEEEEEED,14.740000,43.169998,Static,8.5
1A3 9874,9856,Audi,A5,EW963258,Emil Korenar,1524526878,26220,34,13.91,1524526878,EEEEEEEEED,27.020000,49.070000,Static,8.5
3L5 6587,1236,Skoda,Superb,EE874563,Vrantisek Novy,1524526916,26229,33,12.43,1524526916,EEEEEEEEED,33.930000,71.459999,Static,8.5
1L1 1254,6985,Kia,Soul,EI125478,Vrantisek Novy,1524527003,26238,32,12.96,1524527003,EEEEEEEEED,23.540001,52.320000,Static,8.5
9A2 5444,5974,Pegueot,305,TE874521,Kamil Vratny,1524527094,26248,31,13.49,1524527094,WWWWWWWWWW,16.809999,49.660000,Static,7.4
8D2 5478,5874,VW,VW,EI125478,Petr Novak,1524527133,26248,30,12.02,1524527133,WWWWWWWWWW,30.440001,70.339996,Static,7.4
5A7 8454,8745,BMW,M5,DE874524,Vlasta Novakova,1524527176,26248,29,12.55,1524527176,WWWWWWWWWW,31.170000,74.639999,Static,7.4
1A3 9874,9856,Audi,A5,DE874524,Vlasta Novakova,1524527268,26249,28,13.08,1524527268,WWWWWWWWWW,25.620001,44.799999,Static,7.4
3L5 6587,8745,Skoda,Superb,TE874521,Bozena Laskava,1524527365,26250,27,13.61,1524527365,WWWWWWWWWW,14.380000,42.150002,Static,7.4
1A3 9874,8745,Skoda,Octavia,EW963258,Emil Korenar,1524527409,26252,26,12.13,1524527409,WWWWWWWWWW,22.150000,48.049999,Static,7.4
9A2 5444,1254,Pegueot,305,EE874563,Petr Novak,1524527458,26255,25,12.66,1524527458,WWWWWWWWWW,15.410000,45.389999,Static,7.4
8D2 5478,5974,VW,VW,EI125478,Petr Novak,1524527555,26259,24,13.19,1524527555,WWWWWWWWWW,23.180000,51.299999,Static,7.4
3L3 3333,2365,BMW,M5,DE874524,Vlasta Novakova,1524527556,26264,23,13.72,1524527556,WWWWWWWWWW,29.280001,76.190002,Static,7.4
2M3 8745,9856,BMW,X5,TE874521,Bozena Laskava,1524527605,26269,22,12.24,1524527605,WWWWWWWWWW,24.219999,40.529999,Static,7.4
3L5 6587,1236,Skoda,Superb,TE874521,Bozena Laskava,1524527659,26275,21,12.77,1524527659,WWWWWWWWWW,12.980000,51.889999,Static,7.4
3L3 3333,6985,Skoda,Octavia,EW963258,Emil Korenar,1524527661,26282,20,13.30,1524527661,WWWWWWWWWW,20.750000,43.779999,Static,7.4
3L3 3333,1254,Kia,Soul,EE874563,Vrantisek Novy,1524527667,26290,19,13.84,1524527667,WWWWWWWWWW,36.119999,76.160004,Static,7.4
9A2 5444,5874,Pegueot,305,TE874521,Kamil Vratny,1524527722,26299,18,12.36,1524527722,WWWWWWWWWW,21.790001,47.029999,Static,7.4
5A7 8454,2365,BMW,M5,AT542365,Kamil Vratny,1524527781,26309,17,12.89,1524527781,WWWWWWWWWW,10.540000,44.369999,Static,7.4
1L1 1254,8745,BMW,X5,EI125478,Petr Novak,1524527788,26319,16,13.42,1524527788,WWWWWWWWWW,36.980000,70.500000,Static,7.4
3L5 6587,9856,Audi,A5,DE874524,Vlasta Novakova,1524527800,26329,15,13.95,1524527800,WWWWWWWWWW,11.580000,47.610001,Static,7.4
3L3 3333,8745,Skoda,Octavia,EE874563,Vrantisek Novy,1524527860,26329,14,12.47,1524527860,WWWWWWWWWW,19.350000,39.509998,Static,7.4
1L1 1254,6985,Kia,Soul,EE874563,Vrantisek Novy,1524527925,26330,13,13.00,1524527925,WWWWWWWWWW,12.620000,50.860001,Static,7.4
1L1 1254,5974,Pegueot,305,AT542365,Kamil Vratny,1524527937,26332,12,13.53,1524527937,WWWWWWWWWW,29.120001,70.480003,Static,7.4
8D2 5478,2365,VW,VW,EI125478,Petr Novak,1524527954,26334,11,12.05,1524527954,WWWWWWWWWW,9.150000,40.099998,Static,7.4
2M3 8745,8745,BMW,X5,EI125478,Petr Novak,1524528020,26337,10,12.58,1524528020,QQQQQQQQQQ,16.920000,46.000000,Mobile,91.3
8D2 5478,1236,Audi,A5,DE874524,Vlasta Novakova,1524528090,26341,9,13.11,1524528090,QQQQQQQQQQ,29.980000,78.830002,Mobile,91.3
3L5 6587,8745,Skoda,Superb,TE874521,Bozena Laskava,1524528108,26346,8,13.65,1524528108,QQQQQQQQQQ,30.270000,70.459999,Mobile,91.3
